Mes,Día,Hora,TempPromedioHora,TempPromedioMes,TempNeutraMes
1,9,9,21.177419354838708,22.838709677419356,24.880000000000003
1,9,10,23.490322580645163,22.838709677419356,24.880000000000003
1,9,11,25.48709677419355,22.838709677419356,24.880000000000003
1,9,12,27.106451612903225,22.838709677419356,24.880000000000003
1,9,13,28.206451612903226,22.838709677419356,24.880000000000003
1,9,14,28.903225806451612,22.838709677419356,24.880000000000003
1,9,15,29.112903225806452,22.838709677419356,24.880000000000003
1,9,16,28.706451612903226,22.838709677419356,24.880000000000003
1,9,17,27.574193548387097,22.838709677419356,24.880000000000003
1,9,18,26.029032258064515,22.838709677419356,24.880000000000003
1,9,19,25.16774193548387,22.838709677419356,24.880000000000003
1,9,20,24.283870967741933,22.838709677419356,24.880000000000003
1,9,21,23.39032258064516,22.838709677419356,24.880000000000003
1,9,22,22.4741935483871,22.838709677419356,24.880000000000003
1,9,23,21.041935483870965,22.838709677419356,24.880000000000003
1,9,23,21.041935483870965,22.838709677419356,24.880000000000003
1,10,1,19.780645161290323,22.838709677419356,24.880000000000003
1,10,2,19.006451612903227,22.838709677419356,24.880000000000003
1,10,3,18.203225806451613,22.838709677419356,24.880000000000003
1,10,4,17.774193548387096,22.838709677419356,24.880000000000003
1,10,5,17.345161290322583,22.838709677419356,24.880000000000003
1,10,6,17.032258064516128,22.838709677419356,24.880000000000003
1,10,7,17.02258064516129,22.838709677419356,24.880000000000003
1,10,8,18.770967741935483,22.838709677419356,24.880000000000003
1,10,9,21.177419354838708,22.838709677419356,24.880000000000003
1,10,10,23.490322580645163,22.838709677419356,24.880000000000003
1,10,11,25.48709677419355,22.838709677419356,24.880000000000003
1,10,12,27.106451612903225,22.838709677419356,24.880000000000003
1,10,13,28.206451612903226,22.838709677419356,24.880000000000003
1,10,14,28.903225806451612,22.838709677419356,24.880000000000003
1,10,15,29.112903225806452,22.838709677419356,24.880000000000003
1,10,16,28.706451612903226,22.838709677419356,24.880000000000003
1,10,17,27.574193548387097,22.838709677419356,24.880000000000003
1,10,18,26.029032258064515,22.838709677419356,24.880000000000003
1,10,19,25.16774193548387,22.838709677419356,24.880000000000003
1,10,20,24.283870967741933,22.838709677419356,24.880000000000003
1,10,21,23.39032258064516,22.838709677419356,24.880000000000003
1,10,22,22.4741935483871,22.838709677419356,24.880000000000003
